VCE_ID,Month,Stage,D1,D2,D3,MuseumSpecimenKey,Species,Lat_Final,Long_Final,Country,State,County,Town,Locality,Collection,Sex,Comments
671,7,adult,-113.22,NA,NA,333162,Anax junius,39.8513,-74.8541,United States,New Jersey,,,Tauton Lakes,USNM,M  ,
134,5,adult,-73.35,NA,NA,AMNH0004,Anax junius,40.0144,-74.3117,United States,New Jersey,Ocean,Lakehurst,"Lakehurst, ",American Museum of Natural History,M,
428,7,adult,-106.54,-127.91,NA,FSCA0286,Anax junius,40.0651,-80.5399,United States,West Virginia,Ohio,,", Bear Rock Lakes",Florida State Collection of Arthropods,M,
607,5,adult,-75.18,NA,NA,CNC012,Anax junius,40.1103,-88.207,United States,Illinois,Champaign,Urbana,,Canadian National Collection,,
941,8,adult,-98.31,NA,NA,340,Anax junius,40.1391,-88.2355,United States,Illinois,Champaign,,"pond at I-74 & Levrett Rd., just N Champaign",Paulson Collection,M,fat-stained card; FW taken
427,5,adult,-46.1,NA,NA,FSCA0285,Anax junius,40.1697,-80.5939,United States,West Virginia,Ohio,West Liberty,"West Liberty, Cattleman Run Lake",Florida State Collection of Arthropods,M,
212,4,adult,-68.3,NA,NA,FSCA0053,Anax junius,40.2778,-90.0336,United States,Illinois,Mason,,", negro lake 4 kil se havana",Florida State Collection of Arthropods,F,
672,4,adult,-59.92,NA,NA,333028,Anax junius,40.4257,-86.9078,United States,Indiana,Tippecanoe,,Tippecanoe Co.; 2 mi. NW of West Lafayette,USNM,M  ,
665.2,3,adult,-72.54,NA,NA,333017,Anax junius,40.4257,-86.9078,United States,Indiana,,,Pool in gravel pit near Lafayette,USNM,F,did we sample both?
665.1,3,adult,-82.11,NA,NA,333017,Anax junius,40.4257,-86.9078,United States,Indiana,,,Pool in gravel pit near Lafayette,USNM,M,did we sample both?
667,4,adult,-85.58,-102.38,NA,333040,Anax junius,40.4257,-86.9078,United States,Indiana,,,Pool in gravel pit near West Lafayette,USNM,F  ,
666,4,adult,-90.15,-77.68,NA,333042,Anax junius,40.4257,-86.9078,United States,Indiana,,,Pool in gravel pit near West Lafayette,USNM,M  ,
668,4,adult,-99.64,NA,NA,333048,Anax junius,40.4257,-86.9078,United States,Indiana,,,Pool in gravel pit near West Lafayette,USNM,F  ,
139,6,adult,-82.53,-74.71,NA,AMNH0009,Anax junius,40.6039,-73.8358,United States,New York,New York,New York,"New York, Jamaica Bay NWR,  NYC",American Museum of Natural History,M,
140,6,adult,-85.03,-74.06,NA,AMNH0010,Anax junius,40.6039,-73.8358,United States,New York,New York,New York,"New York, Jamaica Bay NWR,  NYC",American Museum of Natural History,F,
23,7,adult,-99.69,NA,NA,22168,Anax junius,40.65,-73.95,United States,New York,Kings,,", Near Brooklyn",University of Texas Insect Collection,M,
540,7,adult,-100.38,NA,-112.49,MN-5869,Anax junius,40.6668,-73.4666,United States,New York,Nassau,Oyster Bay,"Massapequa Reservoir, Massapequa County Preserve",New York State Museum,M,
351,8,exuviae,-63.62,NA,NA,FSCA0189,Anax junius,40.7739,-82.3644,United States,Ohio,Ashland,Mifflin,"Mifflin, ",Florida State Collection of Arthropods,,
481,6,adult,-67.6,-77.14,NA,FSCA0456,Anax junius,40.7739,-82.3644,United States,Ohio,Ashland,Mifflin,"Mifflin, ",Florida State Collection of Arthropods,M,
348,6,adult,-92.78,NA,NA,FSCA0186,Anax junius,40.7825,-82.3911,United States,Ohio,Richland,,", Sites Lake",Florida State Collection of Arthropods,M,
349,6,adult,-97.42,NA,NA,FSCA0187,Anax junius,40.7825,-82.3911,United States,Ohio,Richland,,", Sites Lake",Florida State Collection of Arthropods,F,
21,6,adult,-108.39,NA,NA,22166,Anax junius,40.7859,-77.8683,United States,Pennsylvania,Centre,,", Ten Acre Pond,  SW
of State College",University of Texas Insect Collection,M,
486,5,adult,-63.57,NA,NA,FSCA0460,Anax junius,40.8686,-82.3183,United States,Ohio,Ashland,Ashland,"Ashland, ",Florida State Collection of Arthropods,M,
479,5,adult,-65.98,NA,NA,FSCA0454,Anax junius,40.8686,-82.3183,United States,Ohio,Ashland,Ashland,"Ashland, 3 acres",Florida State Collection of Arthropods,M,
346,5,adult,-75.98,NA,NA,FSCA0184,Anax junius,40.8686,-82.3183,United States,Ohio,Ashland,Ashland,"Ashland,  ",Florida State Collection of Arthropods,M,
345,6,adult,-78.64,-81.85,NA,FSCA0183,Anax junius,40.8686,-82.3183,United States,Ohio,Ashland,Ashland,Ashland,Florida State Collection of Arthropods,M,
347,6,adult,-85.48,NA,NA,FSCA0185,Anax junius,40.8686,-82.3183,United States,Ohio,Ashland,Ashland,"Ashland, ",Florida State Collection of Arthropods,F,
483,7,exuviae,-103.3,NA,NA,FSCA0457A,Anax junius,40.8686,-82.3183,United States,Ohio,Ashland,Ashland,"Ashland, 3 acres",Florida State Collection of Arthropods,F,
482,7,adult,-107.47,-112.01,NA,FSCA0457,Anax junius,40.8686,-82.3183,United States,Ohio,Ashland,Ashland,"Ashland, 3 acres",Florida State Collection of Arthropods,F,
485,7,adult,-113.28,NA,NA,FSCA0459,Anax junius,40.8686,-82.3183,United States,Ohio,Ashland,Ashland,"Ashland, ",Florida State Collection of Arthropods,M,
544,7,adult,-112.7,NA,-131.42,MN-5091,Anax junius,40.8711,-72.8801,United States,New York,Suffolk,Brookhaven,"Princeton Avenue North Pond, Brookhaven National Lab",New York State Museum,M,
138,6,adult,-77.69,NA,NA,AMNH0008,Anax junius,40.895,-73.8916,United States,New York,New York,New York,"New York, Van Cortland Park NYC",American Museum of Natural History,M,
534,6,adult,-72.01,NA,NA,MN-5180,Anax junius,40.8975,-72.5536,United States,New York,Suffolk,Southampton,Penny Pond,New York State Museum,F,
535,6,adult,-86.95,NA,-107.69,MN-5179,Anax junius,40.8975,-72.5536,United States,New York,Suffolk,Southampton,Penny Pond,New York State Museum,tandem pair,
343,5,exuviae,-91.23,NA,NA,FSCA0181A,Anax junius,40.9714,-82.11,United States,Ohio,Wayne,West Salem,"West Salem, ",Florida State Collection of Arthropods,F,with exuviae
480,5,adult,-97.33,NA,NA,FSCA0455,Anax junius,40.9714,-82.11,United States,Ohio,Wayne,West Salem,"West Salem, ",Florida State Collection of Arthropods,M,
344,5,adult,-115.84,NA,NA,FSCA0182,Anax junius,40.9714,-82.11,United States,Ohio,Wayne,West Salem,"West Salem, ",Florida State Collection of Arthropods,F,
342,5,Teneral,-116.21,NA,NA,FSCA0181,Anax junius,40.9714,-82.11,United States,Ohio,Wayne,West Salem,"West Salem, ",Florida State Collection of Arthropods,F,with exuviae
484,6,adult,-73.72,NA,NA,FSCA0458,Anax junius,41.0442,-83.65,United States,Ohio,Lorain,,", Findlay State Park",Florida State Collection of Arthropods,M,
219,6,adult,-82.78,-78.83,-88.02,FSCA0060,Anax junius,41.1291,-86.5901,United States,Indiana,Pulaski,,", tippecanoe river state park",Florida State Collection of Arthropods,F,
222,6,adult,-72.99,NA,-88.98,FSCA0063,Anax junius,41.1379,-86.5898,United States,Indiana,Pulaski,,", tippecanoe river state park lagoon camp 1",Florida State Collection of Arthropods,F,
573,7,adult,-91.27,NA,NA,MN-1640,Anax junius,41.1943,-74.2559,United States,New York,Orange,,"Laurel Ponds, Sterling Forest State Park",New York State Museum,M,200m
574,7,adult,-92.56,NA,NA,MN-1641,Anax junius,41.1943,-74.2559,United States,New York,Orange,,"Laurel Ponds, Sterling Forest State Park",New York State Museum,M,200m
575,7,adult,-129.45,NA,NA,MN-1642,Anax junius,41.2126,-74.2491,United States,New York,Orange,,"Blue Lake-Cedar Pond trail, Sterling Forest State Park",New York State Museum,M,
221,7,adult,-103.2,NA,NA,FSCA0062,Anax junius,41.2251,-86.0552,United States,Indiana,Kosciusko,,", tippecanoe river at oswer(?) ",Florida State Collection of Arthropods,M,
725,5,adult,-70.37,NA,NA,CynthiaMc01,Anax junius,41.2949,-89.0178,United States,Illinois,LaSalle,Utica,Matthiessen State Park-Dells area (N. 25th Rd.),Vermont Center for Ecostudies,M,
663,7,adult,-95.15,NA,NA,333008,Anax junius,41.3308,-85.4148,United States,Indiana,Noble,,Noble Co.; Miller Lake,USNM,M  ,
216,5,adult,-71.05,NA,-73.86,FSCA0057,Anax junius,41.3542,-85.6667,United States,Indiana,Kosciusko,,", Spear lake",Florida State Collection of Arthropods,M,
659,5,adult,-71.54,NA,NA,333057,Anax junius,41.367,-85.7604,United States,Indiana,Kosciusko,,"Kosciusko Co.; Dewart Lake, ""Quaker Haven""",USNM,M  ,
660,5,adult,-93.52,NA,NA,333058,Anax junius,41.367,-85.7604,United States,Indiana,Kosciusko,,"Kosciusko Co.; Dewart Lake, ""Quaker Haven""",USNM,M  ,
644,4,adult,-84.96,NA,-80.28,333185,Anax junius,41.4487,-82.6666,United States,Ohio,Erie,,"Erie Co.; 4 mi. E. of Sandusky, Kelly's Dike, Rt. 2 & 6, Cleveland Rd.",USNM,M  ,Known today as Pipe Creek Wildlife Area - mm
179,5,adult,-65.85,NA,NA,FSCA0020,Anax junius,41.4639,-73.0833,United States,Connecticut,New Haven,,", Naugatuck small pond on hunter mountain",Florida State Collection of Arthropods,F,Only pair seen that day
178,5,adult,-82.08,NA,NA,FSCA0019,Anax junius,41.4639,-73.0833,United States,Connecticut,New Haven,,", Naugatuck small pond on hunter mountain",Florida State Collection of Arthropods,M,Only pair seen that day
1105B,7,exuviae,-62.98,NA,NA,,Anax junius,41.4683,-71.724,United States,Rhode Island,,Hopkinton,Plain Pond,Vermont Center for Ecostudies,,n=11
1105A,7,exuviae,-66.09,NA,NA,,Anax junius,41.4683,-71.724,United States,Rhode Island,,Hopkinton,Plain Pond,Vermont Center for Ecostudies,,n=11
631,6,adult,-64.95,NA,NA,333121,Anax junius,41.6484,-70.4817,United States,Massachusetts,Barnstable,,"Barnstable Co.; Cape Cod, Mashpee, Flashy Pond",USNM,M  ,
634,7,adult,-71,NA,NA,333122,Anax junius,41.6484,-70.4817,United States,Massachusetts,Barnstable,,"Barnstable Co.; Mashpee, Flashy Pond",USNM,M  ,
632,6,adult,-74.08,NA,NA,333119,Anax junius,41.6484,-70.4817,United States,Massachusetts,Barnstable,,"Barnstable Co.; Cape Cod, Mashpee, Flashy Pond",USNM,M  ,
633,6,adult,-77.95,NA,NA,333123,Anax junius,41.6484,-70.4817,United States,Massachusetts,Barnstable,,"Barnstable Co.; Mashpee, Flashy Pond",USNM,F  ,
637,7,adult,-101.4,NA,NA,333131,Anax junius,41.6484,-70.4817,United States,Massachusetts,Barnstable,,"Cape Cod, Mashpee, Flashy Pond",USNM,M  ,
220,6,adult,-58.69,NA,-71.93,FSCA0061,Anax junius,41.6833,-86.25,United States,Indiana,St. Joseph,,", south bend",Florida State Collection of Arthropods,M,
217,6,adult,-99.66,NA,-122.02,FSCA0058,Anax junius,41.6833,-86.25,United States,Indiana,St. Joseph,,", south bend,  i. walton",Florida State Collection of Arthropods,F,
218,6,adult,-96.15,NA,-80.96,FSCA0059,Anax junius,41.6965,-86.2225,United States,Indiana,St. Joseph,,", south bend mcclain pond",Florida State Collection of Arthropods,M,
11,7,adult,-121.76,NA,NA,22148,Anax junius,41.7486,-77.3008,United States,Pennsylvania,Tioga,,", Wellsbore",University of Texas Insect Collection,M,
39,7,adult,-122.76,NA,NA,38967,Anax junius,41.7486,-77.3008,United States,Pennsylvania,Tioga,,", Wellsbore",University of Texas Insect Collection,F,
874,6,adult,-81.72,NA,NA,35950,Anax junius,41.7745,-82.6591,Canada,Ontario,,,Pelee Island,Royal Ontario Museum,M,
880,6,adult,-85.4,NA,NA,35952,Anax junius,41.7745,-82.6591,Canada,Ontario,,,Pelee Island,Royal Ontario Museum,F,
872,6,adult,-91.94,NA,NA,35953,Anax junius,41.7745,-82.6591,Canada,Ontario,,,Pelee Island,Royal Ontario Museum,F,
881,6,adult,-98.12,NA,NA,35951,Anax junius,41.7745,-82.6591,Canada,Ontario,,,Pelee Island,Royal Ontario Museum,M,
658,7,adult,-77.77,NA,NA,333006,Anax junius,41.7752,-91.6817,United States,Iowa,Johnson,,Johnson Co.; Swan Lake,USNM,M  ,
657,7,adult,-78.49,NA,NA,333005,Anax junius,41.7752,-91.6817,United States,Iowa,Johnson,,Johnson Co.; Swan Lake,USNM,M  ,
1107B,6,exuviae,-85.9,NA,NA,,Anax junius,41.8302,-71.608,United States,Rhode Island,,Scituate,Dexter Pond,Vermont Center for Ecostudies,,n=11
1107A,6,exuviae,-97.58,NA,NA,,Anax junius,41.8302,-71.608,United States,Rhode Island,,Scituate,Dexter Pond,Vermont Center for Ecostudies,,n=11
584,6,adult,-95.5,NA,NA,DSOB-12-004,Anax junius,41.9241,-83.4209,United States,Michigan,Monroe,Monroe,Veterans Park,Vermont Center for Ecostudies,M,
583,6,adult,-109.58,-98.19,NA,DSOB-12-003,Anax junius,41.9389,-83.4301,United States,Michigan,Monroe,Monroe,Munson Park,Vermont Center for Ecostudies,M,
1050,6,adult,-75.03,NA,NA,CNC042,Anax junius,41.9628,-82.5184,Canada,Ontario,,Leamington,Point Pelee,Canadian National Collection,M,
1053,6,adult,-76.37,NA,NA,CNC045,Anax junius,41.9628,-82.5184,Canada,Ontario,,Leamington,Point Pelee,Canadian National Collection,M,
1048,6,adult,-96.97,NA,NA,CNC040,Anax junius,41.9628,-82.5184,Canada,Ontario,,Leamington,Point Pelee,Canadian National Collection,M,
1038,NA,adult,-110.38,NA,NA,CNC030,Anax junius,41.9628,-82.5184,Canada,Ontario,,Leamington,Point Pelee,Canadian National Collection,F,
870,7,adult,-64.7,NA,NA,25883,Anax junius,41.9731,-82.5219,Canada,Ontario,,,Point Pelee,Royal Ontario Museum,M,
875,8,adult,-105,NA,NA,25884,Anax junius,41.9731,-82.5219,Canada,Ontario,,,Point Pelee,Royal Ontario Museum,F,
763,7,adult,-81.94,NA,NA,JAC-12-074,Anax junius,41.9973,-83.9145,United States,Michigan,Lenanee,Tecumseh,Tecumseh Industrial Park,Vermont Center for Ecostudies,M,
588,5,adult,-65.09,NA,NA,JAC-12-039,Anax junius,42.0353,-83.2146,United States,Michigan,Monroe,South Rockwood,"PTE. Mouillee State Game Area, Sigler Road",Vermont Center for Ecostudies,U,"wing only, specimen given to UMMZ, Ann Arbor"
580,6,adult,-82.09,NA,NA,DSOB-12-007,Anax junius,42.037,-83.2057,United States,Michigan,Monroe,South Rockwood,"PTE. Mouillee State Game Area, Nelson Unit",Vermont Center for Ecostudies,M,
586,6,adult,-98.23,NA,NA,DSOB-12-005,Anax junius,42.037,-83.2057,United States,Michigan,Monroe,South Rockwood,"PTE. Mouillee State Game Area, Nelson Unit",Vermont Center for Ecostudies,F,
585,6,adult,-99.08,NA,NA,DSOB-12-006,Anax junius,42.037,-83.2057,United States,Michigan,Monroe,South Rockwood,"PTE. Mouillee State Game Area, Nelson Unit",Vermont Center for Ecostudies,F,
295,7,adult,-114.47,NA,NA,FSCA0134,Anax junius,42.0758,-75.6408,United States,New York,Broome,,", near Windsor,  Hawkins Pond",Florida State Collection of Arthropods,M,
1066,7,adult,-73.74,NA,NA,CNC058,Anax junius,42.0808,-75.9683,United States,New York,,Johnson City,Harpur Pond,Canadian National Collection,M,
696,7,Teneral,-116.27,NA,NA,DSOB-12-029,Anax junius,42.1159,-83.1876,United States,Michigan,Wayne,Trenton,Detroit River International Wildlife Refuge,Vermont Center for Ecostudies,,teneral
911,7,adult,-85.49,NA,NA,310,Anax junius,42.1703,-71.7281,United States,Massachusetts,Worcester,,"Sutton (S end Buttonwood Ave., ca 1 mi W Mass. 146)",Paulson Collection,M,
595,6,exuviae,NA,NA,NA,DSOB-12-012,Anax junius,42.176,-83.4283,United States,Michigan,Wayne,Belleville,"Lower Huron Metro Park, near turtle cove",Vermont Center for Ecostudies,U,
577,6,adult,-59.92,-63.93,NA,DSOB-12-013,Anax junius,42.178,-83.4259,United States,Michigan,Wayne,Belleville,Lower Huron Metro Park,Vermont Center for Ecostudies,M,
578,6,adult,-74.92,NA,NA,DSOB-12-011,Anax junius,42.178,-83.4259,United States,Michigan,Wayne,Belleville,Lower Huron Metro Park,Vermont Center for Ecostudies,M,
579,6,adult,-97.99,NA,NA,DSOB-12-010,Anax junius,42.178,-83.4259,United States,Michigan,Wayne,Belleville,Lower Huron Metro Park,Vermont Center for Ecostudies,M,
1135,7,exuviae,-121.19,NA,NA,DSOB-12-030,Anax junius,42.178,-83.4259,United States,Michigan,Wayne,Belleville,Lower Huron Metro Park,Vermont Center for Ecostudies,,
1134,7,exuviae,-125.64,NA,NA,DSOB-12-031,Anax junius,42.178,-83.4259,United States,Michigan,Wayne,Belleville,Lower Huron Metro Park,Vermont Center for Ecostudies,,
989,6,exuviae,NA,NA,NA,DSOB-12-012,Anax junius,42.178,-83.4259,United States,Michigan,Wayne,Belleville,Lower Huron Metro Park,Vermont Center for Ecostudies,,
537,6,adult,-91.83,NA,NA,MN-2497,Anax junius,42.2479,-78.8762,United States,New York,Cattaraugus,Napoli,Allenburg Bog,New York State Museum,M,
582,6,Teneral,-105.42,NA,NA,DSOB-12-002,Anax junius,42.271,-83.8486,United States,Michigan,Washtenaw,Ann Arbor,"Devine Preserve, Liberty Road",Vermont Center for Ecostudies,F,teneral female
519,4,adult,-74.67,NA,NA,MOS0006002,Anax junius,42.2757,-83.8064,United States,Michigan,Washtenaw ,,Third Sister Lake,University of Michigan,,
518,5,adult,-67.15,NA,NA,MOS0006400,Anax junius,42.281,-83.7432,United States,Michigan,Washtenaw ,,Ann Arbor,University of Michigan,,
522,4,adult,-55.64,NA,NA,MOS0006661,Anax junius,42.301,-83.7026,United States,Michigan,Washtenaw ,,"U.Mich campus, Ann Arbor",University of Michigan,,
1067,6,adult,-67.82,NA,NA,CNC059,Anax junius,42.3064,-83.7623,United States,Michigan,Washtenaw,Ann Arbor,Third Sister Lake,Canadian National Collection,M,
521,5,adult,-60.8,NA,NA,MOS0006446,Anax junius,42.3081,-83.7542,United States,Michigan,Washtenaw ,,"Barton Dam, Ann Arbor",University of Michigan,,
310,6,adult,-122.57,NA,NA,FSCA0149,Anax junius,42.3133,-76.4467,United States,New York,Tompkins,Danby,"Danby, just north of South Danby",Florida State Collection of Arthropods,F,
300,5,adult,-86.04,-85.74,NA,FSCA0139,Anax junius,42.3217,-76.7328,United States,New York,Schuyler,Catherine,"Catherine, Junction Swan Hill Road and Lost Gorge",Florida State Collection of Arthropods,M,male of pair #140
301,5,adult,-99.28,NA,NA,FSCA0140,Anax junius,42.3217,-76.7328,United States,New York,Schuyler,Catherine,"Catherine, Junction Swan Hill Road and Lost Gorge",Florida State Collection of Arthropods,F,female of pair #139
311,6,adult,-110.14,NA,NA,FSCA0150,Anax junius,42.3233,-76.3333,United States,New York,Tompkins,Caroline,"Caroline, Caroline,  Shindagin Hollow State Forest,  center portion",Florida State Collection of Arthropods,M,young male
298,5,adult,-66.27,NA,NA,FSCA0137,Anax junius,42.3333,-76.6861,United States,New York,Tompkins,Connecticut Hill,"Connecticut Hill, small pond off Swan Hill Road",Florida State Collection of Arthropods,F,FEMALE of pair #138
299,5,adult,-69.22,NA,NA,FSCA0138,Anax junius,42.3333,-76.6861,United States,New York,Tompkins,Connecticut Hill,"Connecticut Hill, small pond off Swan Hill Road",Florida State Collection of Arthropods,M,MALE of pair #137
312,5,adult,-86.62,NA,NA,FSCA0151,Anax junius,42.3394,-76.7627,United States,New York,Schuyler,Catherine,"Catherine, Grant Road,  Larison Field Pond",Florida State Collection of Arthropods,M,
307,5,adult,-64.45,NA,NA,FSCA0146,Anax junius,42.3443,-76.7708,United States,New York,Schuyler,Catherine,"Catherine, 1 mile ne of Odessa,  underdowns,  Pond A",Florida State Collection of Arthropods,M,female of pair #145
306,5,adult,-70.84,NA,NA,FSCA0145,Anax junius,42.3443,-76.7708,United States,New York,Schuyler,Catherine,"Catherine, 1 mile ne of Odessa,  underdowns,  Pond A",Florida State Collection of Arthropods,M,male of pair #146
296,6,adult,-82.08,NA,NA,FSCA0135,Anax junius,42.3472,-76.7389,United States,New York,Schuyler,,", 3 miles NNW of Alpine,  Cayuta Lake outlet swamp",Florida State Collection of Arthropods,M,
510,5,adult,-71.62,NA,NA,MOS0017044,Anax junius,42.3474,-84.2099,United States,Michigan,Delta ,,Bog Lake nr Portage Lk. campground,University of Michigan,,"campground is not in delta county, made the assumption the county was incorrect - mm"
246,5,adult,-65.49,-71.36,NA,FSCA0087,Anax junius,42.3987,-84.0309,United States,Michigan,Washtenaw,,", Park lyndon north north territorial road",Florida State Collection of Arthropods,F,
245,5,adult,-66.64,NA,NA,FSCA0086,Anax junius,42.3987,-84.0309,United States,Michigan,Washtenaw,,", Park lyndon north north territorial road",Florida State Collection of Arthropods,M,
523,5,adult,-79.95,NA,NA,MOS0017255,Anax junius,42.4003,-84.0548,United States,Michigan,Washtenaw ,,Lyndon Twp.  Embury Road,University of Michigan,,
581,5,adult,-112.67,NA,NA,DSOB-12-001,Anax junius,42.4083,-83.4716,United States,Michigan,Wayne,Northville,"Fish Hatchery Park, 7 mile road",Vermont Center for Ecostudies,F,
568,5,adult,-68.3,NA,NA,MN-443,Anax junius,42.4138,-76.4609,United States,New York,Tompkins,Ithaca,Cornell Fish ponds,New York State Museum,M,
572,5,adult,-69.95,NA,NA,MN-447,Anax junius,42.4138,-76.4609,United States,New York,Tompkins,Ithaca,Cornell Fish ponds,New York State Museum,M,nice specimen
569,5,adult,-73.41,NA,NA,MN-444,Anax junius,42.4138,-76.4609,United States,New York,Tompkins,Ithaca,Cornell Fish ponds,New York State Museum,M,
520,4,adult,-66.76,-75.03,NA,MOS0006796,Anax junius,42.4156,-83.9086,United States,Michigan,Washtenaw ,,Portage Lake,University of Michigan,,
131,5,adult,-62.95,NA,NA,AMNH0001,Anax junius,42.4167,-90.4289,United States,Illinois,Jo Daviess,Galena,"Galena, ",American Museum of Natural History,M,
132,5,adult,-66.8,-66.43,NA,AMNH0002,Anax junius,42.4167,-90.4289,United States,Illinois,Jo Daviess,Galena,"Galena, ",American Museum of Natural History,F,
294,6,adult,-81.04,NA,NA,FSCA0133,Anax junius,42.4406,-76.4969,United States,New York,Tompkins,Ithaca,"Ithaca, ",Florida State Collection of Arthropods,M,
1123B,NA,exuviae,-99.35,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,n=2.  mix of dates from 2006
1123A,NA,exuviae,-99.81,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,n=2.  mix of dates from 2006
1121A,NA,exuviae,-101.53,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,n=2.  mix of dates from 2008
1121B,NA,exuviae,-105.65,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,n=2.  mix of dates from 2008
1122B,NA,exuviae,-105.94,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,n=2.  mix of dates from 2007
1122A,NA,exuviae,-106.38,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,n=2.  mix of dates from 2007
1110A,6,exuviae,-108.16,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,6/1 to 6/15 N=7
1119B,NA,exuviae,-109.77,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,n=2.  mix of dates from 2010
1112A,6,exuviae,-110.28,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,6/16 to 6/30 N=6
1112B,6,exuviae,-111.06,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,6/16 to 6/30 N=6
1110B,6,exuviae,-111.17,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,6/1 to 6/15 N=7
1120B,NA,exuviae,-112.01,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,n=2.  mix of dates from 2009
1120A,NA,exuviae,-113.55,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,n=2.  mix of dates from 2009
1115,5,exuviae,-116.13,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,first to emerge
1117B,9,exuviae,-117.33,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,9/1 to 9/15  N=4
1124A,NA,exuviae,-117.47,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,n=2.  mix of dates from 2005
1114B,7,exuviae,-117.86,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,Date unknown. July. N=6
1124B,NA,exuviae,-118.78,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,n=2.  mix of dates from 2005
1117A,9,exuviae,-120.2,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,9/1 to 9/15  N=4
1113A,8,exuviae,-122.75,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,8/1 to 8/15  N=6
1119A,NA,exuviae,-122.81,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,n=2.  mix of dates from 2010
1114A,7,exuviae,-124.31,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,Date unknown. July. N=6
1111A,8,exuviae,-125,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,8/16 to 8/31 N=6
1113B,8,exuviae,-126.77,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,8/1 to 8/15  N=6
1111B,8,exuviae,-127.72,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,8/16 to 8/31 N=6
1118B,NA,exuviae,-130.49,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,n=6.  mix of dates from 2011
1118A,NA,exuviae,-131.19,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,,n=6.  mix of dates from 2011
1116,5,exuviae,NA,NA,NA,,Anax junius,42.4429,-76.7578,United States,New York,,Burdett,5373 Fitzgerald Road,Vermont Center for Ecostudies,F,
511,5,adult,-59.95,NA,NA,MOS0006175,Anax junius,42.4456,-84.0181,United States,Michigan,Livingston ,,E.S.George reserve,University of Michigan,,
513,5,adult,-61.23,NA,NA,MOS0028986,Anax junius,42.4456,-84.0181,United States,Michigan,Livingston ,,E.S. George Reserve,University of Michigan,,
